Team1,Team2,Ground,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,year,Day,Victory
India,Zimbabwe,Hyderabad,India,India,Home,Away,Second,First,2002,Saturday,batting second
India,Zimbabwe,Guwahati,India,India,Home,Away,First,Second,2002,Tuesday,batting first
India,Sri Lanka,The Oval,India,England,Neutral,Neutral,Second,First,2002,Sunday,batting second
India,Sri Lanka,Birmingham,India,England,Neutral,Neutral,Second,First,2002,Saturday,batting second
India,Sri Lanka,Bristol,India,England,Neutral,Neutral,First,Second,2002,Thursday,batting first
India,Zimbabwe,Colombo,India,Sri Lanka,Neutral,Neutral,First,Second,2002,Saturday,batting first
India,South Africa,Colombo,India,Sri Lanka,Neutral,Neutral,First,Second,2002,Wednesday,batting first
India,West Indies,Jamshedpur,West Indies,India,Home,Away,First,Second,2002,Wednesday,batting second
India,West Indies,Nagpur,West Indies,India,Home,Away,First,Second,2002,Saturday,batting second
India,West Indies,Rajkot,India,India,Home,Away,First,Second,2002,Tuesday,batting first
India,West Indies,Ahmedabad,India,India,Home,Away,Second,First,2002,Friday,batting second
India,West Indies,Vadodara,West Indies,India,Home,Away,First,Second,2002,Monday,batting second
India,West Indies,Jodhpur,India,India,Home,Away,Second,First,2002,Thursday,batting second
India,West Indies,Vijayawada,West Indies,India,Home,Away,Second,First,2002,Sunday,batting first
India,Netherlands,Paarl,India,South Africa,Neutral,Neutral,First,Second,2003,Wednesday,batting first
India,Namibia,Pietermaritzburg,India,South Africa,Neutral,Neutral,First,Second,2003,Sunday,batting first
India,Pakistan,Centurion,India,South Africa,Neutral,Neutral,Second,First,2003,Saturday,batting second
India,Kenya,Cape Town,India,South Africa,Neutral,Neutral,Second,First,2003,Friday,batting second
India,Sri Lanka,Johannesburg,India,South Africa,Neutral,Neutral,First,Second,2003,Monday,batting first
India,New Zealand,Centurion,India,South Africa,Neutral,Neutral,Second,First,2003,Friday,batting second
India,Kenya,Durban,India,South Africa,Neutral,Neutral,First,Second,2003,Thursday,batting first
India,South Africa,Dhaka,India,Bangladesh,Neutral,Neutral,First,Second,2003,Sunday,batting first
India,South Africa,Dhaka,South Africa,Bangladesh,Neutral,Neutral,First,Second,2003,Friday,batting second
India,Australia,Gwalior,India,India,Home,Away,First,Second,2003,Sunday,batting first
India,Australia,Mumbai,Australia,India,Home,Away,Second,First,2003,Saturday,batting first
India,New Zealand,Cuttack,New Zealand,India,Home,Away,First,Second,2003,Thursday,batting second
India,Australia,Bengaluru,Australia,India,Home,Away,Second,First,2003,Wednesday,batting first
India,New Zealand,Hyderabad,India,India,Home,Away,First,Second,2003,Saturday,batting first
India,Australia,Kolkata,Australia,India,Home,Away,Second,First,2003,Tuesday,batting first
India,Zimbabwe,Hobart,India,Australia,Neutral,Neutral,Second,First,2004,Wednesday,batting second
India,Zimbabwe,Brisbane,India,Australia,Neutral,Neutral,First,Second,2004,Tuesday,batting first
India,Zimbabwe,Adelaide,India,Australia,Neutral,Neutral,First,Second,2004,Saturday,batting first
India,Zimbabwe,Perth,India,Australia,Neutral,Neutral,Second,First,2004,Tuesday,batting second
India,U.A.E.,Dambulla,India,Sri Lanka,Neutral,Neutral,First,Second,2004,Friday,batting first
India,Pakistan,Colombo,Pakistan,Sri Lanka,Neutral,Neutral,Second,First,2004,Sunday,batting first
India,Pakistan,Amstelveen,Pakistan,Netherlands,Neutral,Neutral,Second,First,2004,Saturday,batting first
India,Kenya,Southampton,India,England,Neutral,Neutral,First,Second,2004,Saturday,batting first
India,Pakistan,Birmingham,Pakistan,England,Neutral,Neutral,First,Second,2004,Sunday,batting second
India,Pakistan,Kolkata,Pakistan,India,Home,Away,First,Second,2004,Saturday,batting second
India,Pakistan,Kochi,India,India,Home,Away,First,Second,2005,Saturday,batting first
India,Pakistan,Visakhapatnam,India,India,Home,Away,First,Second,2005,Tuesday,batting first
India,Pakistan,Jamshedpur,Pakistan,India,Home,Away,Second,First,2005,Saturday,batting first
India,Pakistan,Ahmedabad,Pakistan,India,Home,Away,First,Second,2005,Tuesday,batting second
India,Pakistan,Kanpur,Pakistan,India,Home,Away,First,Second,2005,Friday,batting second
India,Pakistan,Delhi,Pakistan,India,Home,Away,Second,First,2005,Sunday,batting first
India,West Indies,Dambulla,India,Sri Lanka,Neutral,Neutral,Second,First,2005,Sunday,batting second
India,West Indies,Colombo,India,Sri Lanka,Neutral,Neutral,First,Second,2005,Sunday,batting first
India,New Zealand,Bulawayo,New Zealand,Zimbabwe,Neutral,Neutral,Second,First,2005,Friday,batting first
India,New Zealand,Harare,India,Zimbabwe,Neutral,Neutral,Second,First,2005,Friday,batting second
India,New Zealand,Harare,New Zealand,Zimbabwe,Neutral,Neutral,First,Second,2005,Tuesday,batting second
India,Sri Lanka,Nagpur,India,India,Home,Away,First,Second,2005,Tuesday,batting first
India,Sri Lanka,Jaipur,India,India,Home,Away,Second,First,2005,Monday,batting second
India,Sri Lanka,Pune,India,India,Home,Away,Second,First,2005,Thursday,batting second
India,Sri Lanka,Ahmedabad,Sri Lanka,India,Home,Away,First,Second,2005,Sunday,batting second
India,Sri Lanka,Rajkot,India,India,Home,Away,Second,First,2005,Wednesday,batting second
India,Sri Lanka,Vadodara,India,India,Home,Away,Second,First,2005,Saturday,batting second
India,South Africa,Hyderabad,South Africa,India,Home,Away,First,Second,2005,Wednesday,batting second
India,South Africa,Bengaluru,India,India,Home,Away,Second,First,2005,Saturday,batting second
India,South Africa,Kolkata,South Africa,India,Home,Away,First,Second,2005,Friday,batting second
India,South Africa,Mumbai,India,India,Home,Away,Second,First,2005,Monday,batting second
India,England,Delhi,India,India,Home,Away,First,Second,2006,Tuesday,batting first
India,England,Faridabad,India,India,Home,Away,Second,First,2006,Friday,batting second
India,England,Margao,India,India,Home,Away,First,Second,2006,Monday,batting first
India,England,Kochi,India,India,Home,Away,Second,First,2006,Thursday,batting second
India,England,Jamshedpur,England,India,Home,Away,First,Second,2006,Wednesday,batting second
India,England,Indore,India,India,Home,Away,Second,First,2006,Saturday,batting second
India,Pakistan,Abu Dhabi,Pakistan,U.A.E.,Neutral,Neutral,First,Second,2006,Tuesday,batting second
India,Pakistan,Abu Dhabi,India,U.A.E.,Neutral,Neutral,First,Second,2006,Wednesday,batting first
India,West Indies,Kuala Lumpur,West Indies,Malaysia,Neutral,Neutral,Second,First,2006,Thursday,batting first
India,West Indies,Kuala Lumpur,India,Malaysia,Neutral,Neutral,First,Second,2006,Wednesday,batting first
India,England,Jaipur,India,India,Home,Away,Second,First,2006,Sunday,batting second
India,West Indies,Ahmedabad,West Indies,India,Home,Away,First,Second,2006,Thursday,batting second
India,West Indies,Nagpur,India,India,Home,Away,First,Second,2007,Sunday,batting first
India,West Indies,Cuttack,India,India,Home,Away,First,Second,2007,Wednesday,batting first
India,West Indies,Chennai,West Indies,India,Home,Away,First,Second,2007,Saturday,batting second
India,West Indies,Vadodara,India,India,Home,Away,First,Second,2007,Wednesday,batting first
India,Sri Lanka,Rajkot,Sri Lanka,India,Home,Away,Second,First,2007,Sunday,batting first
India,Sri Lanka,Margao,India,India,Home,Away,Second,First,2007,Wednesday,batting second
India,Sri Lanka,Visakhapatnam,India,India,Home,Away,Second,First,2007,Saturday,batting second
India,Sri Lanka,Port of Spain,Sri Lanka,West Indies,Neutral,Neutral,Second,First,2007,Friday,batting first
India,South Africa,Belfast,South Africa,Ireland,Neutral,Neutral,First,Second,2007,Tuesday,batting second
India,South Africa,Belfast,India,Ireland,Neutral,Neutral,Second,First,2007,Friday,batting second
India,South Africa,Belfast,India,Ireland,Neutral,Neutral,Second,First,2007,Sunday,batting second
India,Australia,Kochi,Australia,India,Home,Away,Second,First,2007,Tuesday,batting first
India,Australia,Hyderabad,Australia,India,Home,Away,Second,First,2007,Friday,batting first
India,Australia,Chandigarh,India,India,Home,Away,First,Second,2007,Monday,batting first
India,Australia,Vadodara,Australia,India,Home,Away,First,Second,2007,Thursday,batting second
India,Australia,Nagpur,Australia,India,Home,Away,Second,First,2007,Sunday,batting first
India,Australia,Mumbai,India,India,Home,Away,Second,First,2007,Wednesday,batting second
India,Pakistan,Guwahati,India,India,Home,Away,Second,First,2007,Monday,batting second
India,Pakistan,Kanpur,India,India,Home,Away,First,Second,2007,Sunday,batting first
India,Pakistan,Gwalior,India,India,Home,Away,Second,First,2007,Thursday,batting second
India,Pakistan,Jaipur,Pakistan,India,Home,Away,Second,First,2007,Sunday,batting first
India,Sri Lanka,Canberra,Sri Lanka,Australia,Neutral,Neutral,First,Second,2008,Tuesday,batting second
India,Sri Lanka,Adelaide,India,Australia,Neutral,Neutral,Second,First,2008,Tuesday,batting second
India,Sri Lanka,Hobart,India,Australia,Neutral,Neutral,Second,First,2008,Tuesday,batting second
India,Pakistan,Dhaka,India,Bangladesh,Neutral,Neutral,First,Second,2008,Tuesday,batting first
India,Pakistan,Dhaka,Pakistan,Bangladesh,Neutral,Neutral,Second,First,2008,Saturday,batting first
India,Sri Lanka,Karachi,India,Pakistan,Neutral,Neutral,Second,First,2008,Thursday,batting second
India,Sri Lanka,Karachi,Sri Lanka,Pakistan,Neutral,Neutral,Second,First,2008,Sunday,batting first
India,England,Rajkot,India,India,Home,Away,First,Second,2008,Friday,batting first
India,England,Indore,India,India,Home,Away,First,Second,2008,Monday,batting first
India,England,Kanpur,India,India,Home,Away,First,Second,2008,Thursday,batting first
India,England,Bengaluru,India,India,Home,Away,First,Second,2008,Sunday,batting first
India,England,Cuttack,India,India,Home,Away,Second,First,2008,Wednesday,batting second
India,New Zealand,Colombo,India,Sri Lanka,Neutral,Neutral,Second,First,2009,Friday,batting second
India,Pakistan,Centurion,Pakistan,South Africa,Neutral,Neutral,Second,First,2009,Saturday,batting first
India,West Indies,Johannesburg,India,South Africa,Neutral,Neutral,Second,First,2009,Wednesday,batting second
India,Australia,Vadodara,Australia,India,Home,Away,Second,First,2009,Sunday,batting first
India,Australia,Nagpur,India,India,Home,Away,First,Second,2009,Wednesday,batting first
India,Australia,Delhi,India,India,Home,Away,Second,First,2009,Saturday,batting second
India,Australia,Hyderabad,Australia,India,Home,Away,Second,First,2009,Thursday,batting first
India,Australia,Guwahati,Australia,India,Home,Away,First,Second,2009,Sunday,batting second
India,Sri Lanka,Rajkot,India,India,Home,Away,First,Second,2009,Tuesday,batting first
India,Sri Lanka,Nagpur,Sri Lanka,India,Home,Away,First,Second,2009,Friday,batting second
India,Sri Lanka,Cuttack,India,India,Home,Away,Second,First,2009,Monday,batting second
India,Sri Lanka,Kolkata,India,India,Home,Away,Second,First,2009,Thursday,batting second
India,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,Neutral,Neutral,First,Second,2010,Tuesday,batting second
India,Sri Lanka,Dhaka,India,Bangladesh,Neutral,Neutral,Second,First,2010,Sunday,batting second
India,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,Neutral,Neutral,First,Second,2010,Wednesday,batting second
India,South Africa,Jaipur,India,India,Home,Away,First,Second,2010,Sunday,batting first
India,South Africa,Gwalior,India,India,Home,Away,First,Second,2010,Wednesday,batting first
India,South Africa,Ahmedabad,South Africa,India,Home,Away,Second,First,2010,Saturday,batting first
India,Sri Lanka,Bulawayo,India,Zimbabwe,Neutral,Neutral,Second,First,2010,Sunday,batting second
India,Sri Lanka,Harare,Sri Lanka,Zimbabwe,Neutral,Neutral,First,Second,2010,Saturday,batting second
India,Pakistan,Dambulla,India,Sri Lanka,Neutral,Neutral,Second,First,2010,Saturday,batting second
India,New Zealand,Dambulla,New Zealand,Sri Lanka,Neutral,Neutral,Second,First,2010,Tuesday,batting first
India,New Zealand,Dambulla,India,Sri Lanka,Neutral,Neutral,First,Second,2010,Wednesday,batting first
India,Australia,Visakhapatnam,India,India,Home,Away,Second,First,2010,Wednesday,batting second
India,New Zealand,Guwahati,India,India,Home,Away,First,Second,2010,Sunday,batting first
India,New Zealand,Jaipur,India,India,Home,Away,Second,First,2010,Wednesday,batting second
India,New Zealand,Vadodara,India,India,Home,Away,Second,First,2010,Saturday,batting second
India,New Zealand,Bengaluru,India,India,Home,Away,Second,First,2010,Tuesday,batting second
India,New Zealand,Chennai,India,India,Home,Away,Second,First,2010,Friday,batting second
India,Ireland,Bengaluru,India,India,Home,Away,Second,First,2011,Sunday,batting second
India,Netherlands,Delhi,India,India,Home,Away,Second,First,2011,Wednesday,batting second
India,South Africa,Nagpur,South Africa,India,Home,Away,First,Second,2011,Saturday,batting second
India,West Indies,Chennai,India,India,Home,Away,First,Second,2011,Sunday,batting first
India,Australia,Ahmedabad,India,India,Home,Away,Second,First,2011,Thursday,batting second
India,Sri Lanka,Mumbai,India,India,Home,Away,Second,First,2011,Saturday,batting second
India,England,Hyderabad,India,India,Home,Away,First,Second,2011,Friday,batting first
India,England,Delhi,India,India,Home,Away,Second,First,2011,Monday,batting second
India,England,Mumbai,India,India,Home,Away,Second,First,2011,Sunday,batting second
India,England,Kolkata,India,India,Home,Away,First,Second,2011,Tuesday,batting first
India,West Indies,Cuttack,India,India,Home,Away,Second,First,2011,Tuesday,batting first
India,West Indies,Visakhapatnam,India,India,Home,Away,Second,First,2011,Friday,batting second
India,West Indies,Ahmedabad,West Indies,India,Home,Away,Second,First,2011,Monday,batting first
India,West Indies,Indore,India,India,Home,Away,First,Second,2011,Thursday,batting first
India,West Indies,Chennai,India,India,Home,Away,First,Second,2011,Sunday,batting first
India,Sri Lanka,Perth,India,Australia,Neutral,Neutral,Second,First,2012,Wednesday,batting second
India,Sri Lanka,Brisbane,Sri Lanka,Australia,Neutral,Neutral,Second,First,2012,Tuesday,batting first
India,Sri Lanka,Hobart,India,Australia,Neutral,Neutral,Second,First,2012,Tuesday,batting second
India,Sri Lanka,Dhaka,India,Bangladesh,Neutral,Neutral,First,Second,2012,Tuesday,batting first
India,Pakistan,Dhaka,India,Bangladesh,Neutral,Neutral,Second,First,2012,Sunday,batting second
India,Pakistan,Chennai,Pakistan,India,Home,Away,First,Second,2012,Sunday,batting second
India,Pakistan,Kolkata,Pakistan,India,Home,Away,Second,First,2013,Thursday,batting first
India,Pakistan,Delhi,India,India,Home,Away,First,Second,2013,Sunday,batting first
India,England,Rajkot,England,India,Home,Away,Second,First,2013,Friday,batting first
India,England,Kochi,India,India,Home,Away,First,Second,2013,Tuesday,batting first
India,England,Ranchi,India,India,Home,Away,Second,First,2013,Saturday,batting second
India,England,Dharamsala,England,India,Home,Away,First,Second,2013,Sunday,batting second
India,South Africa,Cardiff,India,England,Neutral,Neutral,First,Second,2013,Thursday,batting first
India,West Indies,The Oval,India,England,Neutral,Neutral,Second,First,2013,Tuesday,batting second
India,Pakistan,Birmingham,India,England,Neutral,Neutral,Second,First,2013,Saturday,batting second
India,Sri Lanka,Cardiff,India,England,Neutral,Neutral,Second,First,2013,Thursday,batting second
India,Sri Lanka,Kingston,Sri Lanka,West Indies,Neutral,Neutral,Second,First,2013,Tuesday,batting first
India,Sri Lanka,Port of Spain,India,West Indies,Neutral,Neutral,First,Second,2013,Tuesday,batting first
India,Sri Lanka,Port of Spain,India,West Indies,Neutral,Neutral,Second,First,2013,Thursday,batting first
India,Australia,Pune,Australia,India,Home,Away,Second,First,2013,Sunday,batting first
India,Australia,Jaipur,India,India,Home,Away,Second,First,2013,Wednesday,batting second
India,Australia,Nagpur,India,India,Home,Away,Second,First,2013,Wednesday,batting second
India,Australia,Bengaluru,India,India,Home,Away,First,Second,2013,Saturday,batting first
India,West Indies,Kochi,India,India,Home,Away,Second,First,2013,Thursday,batting second
India,West Indies,Visakhapatnam,West Indies,India,Home,Away,First,Second,2013,Sunday,batting second
India,West Indies,Kanpur,India,India,Home,Away,Second,First,2013,Wednesday,batting second
India,Sri Lanka,Fatullah,Sri Lanka,Bangladesh,Neutral,Neutral,First,Second,2014,Friday,batting second
India,Pakistan,Dhaka,Pakistan,Bangladesh,Neutral,Neutral,First,Second,2014,Sunday,batting first
India,West Indies,Kochi,West Indies,India,Home,Away,Second,First,2014,Wednesday,batting first
India,West Indies,Delhi,India,India,Home,Away,First,Second,2014,Saturday,batting first
India,West Indies,Dharamsala,India,India,Home,Away,First,Second,2014,Friday,batting first
India,Sri Lanka,Cuttack,India,India,Home,Away,First,Second,2014,Sunday,batting first
India,Sri Lanka,Ahmedabad,India,India,Home,Away,Second,First,2014,Thursday,batting second
India,Sri Lanka,Hyderabad,India,India,Home,Away,Second,First,2014,Sunday,batting second
India,Sri Lanka,Kolkata,India,India,Home,Away,First,Second,2014,Thursday,batting first
India,Sri Lanka,Ranchi,India,India,Home,Away,Second,First,2014,Sunday,batting second
India,Pakistan,Adelaide,India,Australia,Neutral,Neutral,First,Second,2015,Sunday,batting first
India,South Africa,Melbourne,India,Australia,Neutral,Neutral,First,Second,2015,Sunday,batting first
India,U.A.E.,Perth,India,Australia,Neutral,Neutral,Second,First,2015,Saturday,batting second
India,West Indies,Perth,India,Australia,Neutral,Neutral,Second,First,2015,Friday,batting second
India,Ireland,Hamilton,India,New Zealand,Neutral,Neutral,Second,First,2015,Tuesday,batting second
India,Zimbabwe,Auckland,India,New Zealand,Neutral,Neutral,Second,First,2015,Saturday,batting second
India,South Africa,Kanpur,South Africa,India,Home,Away,Second,First,2015,Sunday,batting first
India,South Africa,Indore,India,India,Home,Away,First,Second,2015,Wednesday,batting first
India,South Africa,Rajkot,South Africa,India,Home,Away,Second,First,2015,Sunday,batting first
India,South Africa,Chennai,India,India,Home,Away,First,Second,2015,Thursday,batting first
India,South Africa,Mumbai,South Africa,India,Home,Away,Second,First,2015,Sunday,batting first
India,New Zealand,Dharamsala,India,India,Home,Away,Second,First,2016,Sunday,batting second
India,New Zealand,Delhi,New Zealand,India,Home,Away,Second,First,2016,Thursday,batting first
India,New Zealand,Ranchi,New Zealand,India,Home,Away,Second,First,2016,Wednesday,batting first
India,New Zealand,Visakhapatnam,India,India,Home,Away,First,Second,2016,Saturday,batting first
India,England,Pune,India,India,Home,Away,Second,First,2017,Sunday,batting second
India,England,Cuttack,India,India,Home,Away,First,Second,2017,Thursday,batting first
India,England,Kolkata,England,India,Home,Away,Second,First,2017,Sunday,batting first
India,Pakistan,Birmingham,India,England,Neutral,Neutral,First,Second,2017,Sunday,batting first
India,Sri Lanka,The Oval,Sri Lanka,England,Neutral,Neutral,First,Second,2017,Thursday,batting second
India,South Africa,The Oval,India,England,Neutral,Neutral,Second,First,2017,Sunday,batting second
India,Pakistan,The Oval,Pakistan,England,Neutral,Neutral,Second,First,2017,Sunday,batting first
India,Australia,Chennai,India,India,Home,Away,First,Second,2017,Sunday,batting first
India,Australia,Kolkata,India,India,Home,Away,First,Second,2017,Thursday,batting first
India,Australia,Indore,India,India,Home,Away,Second,First,2017,Sunday,batting second
India,Australia,Bengaluru,Australia,India,Home,Away,Second,First,2017,Thursday,batting first
India,Australia,Nagpur,India,India,Home,Away,Second,First,2017,Sunday,batting second
India,New Zealand,Mumbai,New Zealand,India,Home,Away,First,Second,2017,Sunday,batting second
India,New Zealand,Pune,India,India,Home,Away,Second,First,2017,Wednesday,batting second
India,New Zealand,Kanpur,India,India,Home,Away,First,Second,2017,Sunday,batting first
India,England,Leeds,England,England,Away,Home,First,Second,1974,Saturday,batting second
India,England,The Oval,England,England,Away,Home,First,Second,1974,Monday,batting second
India,England,Lord's,England,England,Away,Home,Second,First,1975,Saturday,batting first
India,East Africa,Leeds,India,England,Neutral,Neutral,Second,First,1975,Wednesday,batting second
India,New Zealand,Christchurch,New Zealand,New Zealand,Away,Home,First,Second,1976,Saturday,batting second
India,New Zealand,Auckland,New Zealand,New Zealand,Away,Home,Second,First,1976,Sunday,batting first
India,Pakistan,Quetta,India,Pakistan,Away,Home,First,Second,1978,Sunday,batting first
India,Pakistan,Sialkot,Pakistan,Pakistan,Away,Home,First,Second,1978,Friday,batting second
India,Australia,Melbourne,India,Australia,Away,Home,First,Second,1980,Saturday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,First,Second,1980,Thursday,batting second
India,Australia,Sydney,Australia,Australia,Away,Home,First,Second,1981,Thursday,batting second
India,Australia,Melbourne,Australia,Australia,Away,Home,First,Second,1981,Sunday,batting second
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,1981,Thursday,batting first
India,New Zealand,Auckland,New Zealand,New Zealand,Away,Home,Second,First,1981,Saturday,batting first
India,New Zealand,Hamilton,New Zealand,New Zealand,Away,Home,Second,First,1981,Sunday,batting first
India,England,Leeds,England,England,Away,Home,First,Second,1982,Wednesday,batting second
India,England,The Oval,England,England,Away,Home,Second,First,1982,Friday,batting first
India,Pakistan,Gujranwala,Pakistan,Pakistan,Away,Home,Second,First,1982,Friday,batting first
India,Pakistan,Multan,Pakistan,Pakistan,Away,Home,Second,First,1982,Friday,batting first
India,Pakistan,Lahore,India,Pakistan,Away,Home,First,Second,1982,Friday,batting first
India,Pakistan,Karachi,Pakistan,Pakistan,Away,Home,First,Second,1983,Friday,batting second
India,West Indies,Port of Spain,West Indies,West Indies,Away,Home,Second,First,1983,Wednesday,batting first
India,West Indies,Albion,India,West Indies,Away,Home,First,Second,1983,Tuesday,batting first
India,West Indies,St George's,West Indies,West Indies,Away,Home,First,Second,1983,Thursday,batting second
India,Australia,Nottingham,Australia,England,Neutral,Neutral,Second,First,1983,Monday,batting first
India,Australia,Chelmsford,India,England,Neutral,Neutral,First,Second,1983,Monday,batting first
India,England,Manchester,India,England,Away,Home,Second,First,1983,Wednesday,batting second
India,Pakistan,Quetta,Pakistan,Pakistan,Away,Home,Second,First,1984,Friday,batting first
India,England,Sydney,India,Australia,Neutral,Neutral,First,Second,1985,Tuesday,batting first
India,Australia,Melbourne,India,Australia,Away,Home,Second,First,1985,Sunday,batting second
India,Australia,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1985,Friday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,1985,Sunday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,1985,Saturday,batting first
India,Australia,Brisbane,Australia,Australia,Away,Home,First,Second,1986,Sunday,batting second
India,Australia,Melbourne,India,Australia,Away,Home,Second,First,1986,Thursday,batting second
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,1986,Tuesday,batting first
India,Australia,Adelaide,Australia,Australia,Away,Home,Second,First,1986,Sunday,batting first
India,Australia,Melbourne,India,Australia,Away,Home,Second,First,1986,Friday,batting second
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,1986,Wednesday,batting first
India,Australia,Melbourne,Australia,Australia,Away,Home,First,Second,1986,Sunday,batting second
India,England,The Oval,India,England,Away,Home,Second,First,1986,Saturday,batting second
India,England,Manchester,England,England,Away,Home,First,Second,1986,Monday,batting second
India,England,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1987,Thursday,batting second
India,Australia,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1987,Sunday,batting second
India,Bangladesh,Chittagong,India,Bangladesh,Away,Home,Second,First,1988,Thursday,batting second
India,West Indies,Bridgetown,West Indies,West Indies,Away,Home,Second,First,1989,Tuesday,batting first
India,West Indies,Port of Spain,West Indies,West Indies,Away,Home,First,Second,1989,Thursday,batting second
India,West Indies,Port of Spain,West Indies,West Indies,Away,Home,First,Second,1989,Saturday,batting second
India,West Indies,St John's,West Indies,West Indies,Away,Home,First,Second,1989,Saturday,batting second
India,West Indies,Georgetown,West Indies,West Indies,Away,Home,Second,First,1989,Tuesday,batting first
India,Pakistan,Gujranwala,Pakistan,Pakistan,Away,Home,Second,First,1989,Monday,batting first
India,Pakistan,Lahore,Pakistan,Pakistan,Away,Home,Second,First,1989,Friday,batting first
India,New Zealand,Dunedin,New Zealand,New Zealand,Away,Home,Second,First,1990,Thursday,batting first
India,Australia,Christchurch,Australia,New Zealand,Neutral,Neutral,Second,First,1990,Saturday,batting first
India,New Zealand,Wellington,India,New Zealand,Away,Home,First,Second,1990,Tuesday,batting first
India,Australia,Hamilton,Australia,New Zealand,Neutral,Neutral,First,Second,1990,Thursday,batting second
India,England,Leeds,India,England,Away,Home,Second,First,1990,Wednesday,batting second
India,England,Nottingham,India,England,Away,Home,Second,First,1990,Friday,batting second
India,Australia,Perth,India,Australia,Away,Home,First,Second,1991,Sunday,batting first
India,Australia,Hobart,Australia,Australia,Away,Home,First,Second,1991,Tuesday,batting second
India,Australia,Adelaide,Australia,Australia,Away,Home,First,Second,1991,Sunday,batting second
India,Australia,Sydney,Australia,Australia,Away,Home,First,Second,1992,Tuesday,batting second
India,Australia,Melbourne,Australia,Australia,Away,Home,Second,First,1992,Saturday,batting first
India,Australia,Sydney,Australia,Australia,Away,Home,Second,First,1992,Monday,batting first
India,England,Perth,England,Australia,Neutral,Neutral,Second,First,1992,Saturday,batting first
India,Australia,Brisbane,Australia,Australia,Away,Home,Second,First,1992,Sunday,batting first
India,New Zealand,Dunedin,New Zealand,New Zealand,Away,Home,First,Second,1992,Thursday,batting second
India,Zimbabwe,Harare,India,Zimbabwe,Away,Home,First,Second,1992,Sunday,batting first
India,South Africa,Cape Town,South Africa,South Africa,Away,Home,First,Second,1992,Monday,batting second
India,South Africa,Port Elizabeth,South Africa,South Africa,Away,Home,First,Second,1992,Wednesday,batting second
India,South Africa,Centurion,India,South Africa,Away,Home,Second,First,1992,Friday,batting second
India,South Africa,Johannesburg,South Africa,South Africa,Away,Home,First,Second,1992,Sunday,batting second
India,South Africa,Bloemfontein,South Africa,South Africa,Away,Home,First,Second,1992,Tuesday,batting second
India,South Africa,Durban,South Africa,South Africa,Away,Home,Second,First,1992,Thursday,batting first
India,South Africa,East London,India,South Africa,Away,Home,Second,First,1992,Saturday,batting second
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,First,Second,1993,Sunday,batting first
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,Second,First,1993,Thursday,batting first
India,Sri Lanka,Moratuwa,Sri Lanka,Sri Lanka,Away,Home,First,Second,1993,Saturday,batting second
India,New Zealand,Napier,New Zealand,New Zealand,Away,Home,Second,First,1994,Friday,batting first
India,New Zealand,Auckland,India,New Zealand,Away,Home,Second,First,1994,Sunday,batting second
India,New Zealand,Wellington,India,New Zealand,Away,Home,First,Second,1994,Wednesday,batting first
India,New Zealand,Christchurch,New Zealand,New Zealand,Away,Home,First,Second,1994,Saturday,batting second
India,U.A.E.,Sharjah,India,U.A.E.,Away,Home,First,Second,1994,Wednesday,batting first
India,Australia,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1994,Tuesday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1994,Monday,batting second
India,Australia,Colombo,India,Sri Lanka,Neutral,Neutral,First,Second,1994,Friday,batting first
India,Sri Lanka,Colombo,India,Sri Lanka,Away,Home,Second,First,1994,Saturday,batting second
India,New Zealand,Napier,New Zealand,New Zealand,Away,Home,First,Second,1995,Thursday,batting second
India,Australia,Dunedin,India,New Zealand,Neutral,Neutral,Second,First,1995,Wednesday,batting second
India,Bangladesh,Sharjah,India,U.A.E.,Neutral,Neutral,Second,First,1995,Wednesday,batting second
India,England,Leeds,England,England,Away,Home,First,Second,1996,Saturday,batting second
India,England,Manchester,England,England,Away,Home,First,Second,1996,Sunday,batting second
India,Sri Lanka,Colombo,Sri Lanka,Sri Lanka,Away,Home,First,Second,1996,Wednesday,batting second
India,Australia,Colombo,Australia,Sri Lanka,Neutral,Neutral,First,Second,1996,Friday,batting second
India,South Africa,Bloemfontein,South Africa,South Africa,Away,Home,Second,First,1997,Thursday,batting first
India,South Africa,Port Elizabeth,South Africa,South Africa,Away,Home,First,Second,1997,Sunday,batting second
India,South Africa,East London,South Africa,South Africa,Away,Home,First,Second,1997,Tuesday,batting second
